exp_id,mode,pillar,seed,seed_source,model_id,prompt_id,collapse_run,collapse_reason,core_collapse_run,core_collapse_reason,budget_exhausted,collapse_core,collapse_core_reason,stop_aux,stop_aux_reason,intervene_bin,n_tokens_total,n_interventions,intervene_density,H_pre,runtime_sec,extra_tokens_due_to_intervention
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,0,meta,gemma:7b,0,0,NONE,0,NONE,0,0,NONE,0,NONE,0,369,0,0.0,,21.569496870040894,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,1,meta,gemma:7b,1,0,NONE,0,NONE,0,0,NONE,0,NONE,0,358,0,0.0,,20.689707040786743,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,2,meta,gemma:7b,2,0,NONE,0,NONE,0,0,NONE,0,NONE,0,415,0,0.0,,20.389955043792725,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,3,meta,gemma:7b,3,0,NONE,0,NONE,0,0,NONE,0,NONE,0,355,0,0.0,,20.339687824249268,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,4,meta,gemma:7b,4,0,NONE,0,NONE,0,0,NONE,0,NONE,0,397,0,0.0,,20.661636114120483,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,5,meta,gemma:7b,5,0,NONE,0,NONE,0,0,NONE,0,NONE,0,345,0,0.0,,20.339834928512573,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,6,meta,gemma:7b,6,0,NONE,0,NONE,0,0,NONE,0,NONE,0,369,0,0.0,,20.636600017547607,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,7,meta,gemma:7b,7,0,NONE,0,NONE,0,0,NONE,0,NONE,0,367,0,0.0,,20.341060161590576,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,8,meta,gemma:7b,8,0,NONE,0,NONE,0,0,NONE,0,NONE,0,390,0,0.0,,20.640270948410034,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,9,meta,gemma:7b,9,0,NONE,0,NONE,0,0,NONE,0,NONE,0,365,0,0.0,,20.45169496536255,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,10,meta,gemma:7b,10,0,NONE,0,NONE,0,0,NONE,0,NONE,0,374,0,0.0,,20.010525941848755,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,11,meta,gemma:7b,11,0,NONE,0,NONE,0,0,NONE,1,EMPTY_CHUNK,0,45,0,0.0,,2.938107967376709,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,12,meta,gemma:7b,12,0,NONE,0,NONE,0,0,NONE,0,NONE,0,362,0,0.0,,20.3187198638916,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,13,meta,gemma:7b,13,0,NONE,0,NONE,0,0,NONE,0,NONE,0,335,0,0.0,,20.680800914764404,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,14,meta,gemma:7b,14,0,NONE,0,NONE,0,0,NONE,0,NONE,0,365,0,0.0,,20.484818935394287,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,15,meta,gemma:7b,15,0,NONE,0,NONE,0,0,NONE,0,NONE,0,385,0,0.0,,20.339542150497437,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,16,meta,gemma:7b,16,0,NONE,0,NONE,0,0,NONE,0,NONE,0,384,0,0.0,,20.31885576248169,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,17,meta,gemma:7b,17,0,NONE,0,NONE,0,0,NONE,0,NONE,0,335,0,0.0,,20.665308952331543,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,18,meta,gemma:7b,18,0,NONE,0,NONE,0,0,NONE,0,NONE,0,377,0,0.0,,20.38349175453186,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,19,meta,gemma:7b,19,0,NONE,0,NONE,0,0,NONE,0,NONE,0,289,0,0.0,,20.445518016815186,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,20,meta,gemma:7b,20,0,NONE,0,NONE,0,0,NONE,0,NONE,0,375,0,0.0,,20.812042236328125,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,21,meta,gemma:7b,21,0,NONE,0,NONE,0,0,NONE,0,NONE,0,358,0,0.0,,20.845675706863403,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,22,meta,gemma:7b,22,0,NONE,0,NONE,0,0,NONE,0,NONE,0,364,0,0.0,,20.942811012268066,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,23,meta,gemma:7b,23,0,NONE,0,NONE,0,0,NONE,0,NONE,0,353,0,0.0,,20.62441396713257,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,24,meta,gemma:7b,24,1,REP,1,REP,0,1,REP,0,NONE,0,253,0,0.0,,15.384830951690674,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,25,meta,gemma:7b,25,0,NONE,0,NONE,0,0,NONE,0,NONE,0,362,0,0.0,,20.838188886642456,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,26,meta,gemma:7b,26,0,NONE,0,NONE,0,0,NONE,0,NONE,0,364,0,0.0,,20.544984817504883,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,27,meta,gemma:7b,27,0,NONE,0,NONE,0,0,NONE,0,NONE,0,362,0,0.0,,20.07955574989319,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,28,meta,gemma:7b,28,0,NONE,0,NONE,0,0,NONE,0,NONE,0,345,0,0.0,,20.03929305076599,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,29,meta,gemma:7b,29,0,NONE,0,NONE,0,0,NONE,0,NONE,0,367,0,0.0,,20.46948218345642,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,30,meta,gemma:7b,30,0,NONE,0,NONE,0,0,NONE,0,NONE,0,337,0,0.0,,20.033015966415405,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,31,meta,gemma:7b,31,0,NONE,0,NONE,0,0,NONE,0,NONE,0,347,0,0.0,,20.482867002487183,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,32,meta,gemma:7b,32,0,NONE,0,NONE,0,0,NONE,0,NONE,0,337,0,0.0,,20.344645023345947,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,33,meta,gemma:7b,33,0,NONE,0,NONE,0,0,NONE,0,NONE,0,351,0,0.0,,20.495893001556396,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,34,meta,gemma:7b,34,0,NONE,0,NONE,0,0,NONE,0,NONE,0,355,0,0.0,,20.32894492149353,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,35,meta,gemma:7b,35,0,NONE,0,NONE,0,0,NONE,0,NONE,0,385,0,0.0,,20.25029468536377,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,36,meta,gemma:7b,36,0,NONE,0,NONE,0,0,NONE,0,NONE,0,325,0,0.0,,20.0556218624115,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,37,meta,gemma:7b,37,0,NONE,0,NONE,0,0,NONE,0,NONE,0,370,0,0.0,,20.19401979446411,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,38,meta,gemma:7b,38,0,NONE,0,NONE,0,0,NONE,0,NONE,0,345,0,0.0,,20.61116886138916,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,39,meta,gemma:7b,39,0,NONE,0,NONE,0,0,NONE,0,NONE,0,338,0,0.0,,20.781074047088623,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,40,meta,gemma:7b,0,0,NONE,0,NONE,0,0,NONE,0,NONE,0,375,0,0.0,,20.651170015335083,0.0
vNEXT-OLLAMA-500-512-SENSITIVE-TUNE-ETH-BASELINE,baseline,ETH,41,meta,gemma:7b,1,0,NONE,0,NONE,0,0,NONE,0,NONE,0,334,0,0.0,,20.315298080444336,0.0
